PatentNo,Jurisdiction,PublicationDate,PublicationYear,ApplicationDate,Applicants,Inventors,Owners_updated,Owners,DocumentType,CPCClassifications,IPCRClassifications,USClassifications
US10277208B2,US,30/04/2019,2019,06/03/2017,LOCKHEED CORP,KRAUSE JAMES MICHAEL;;MABRY JAMES P;;PEPA ELTON,,,Granted Patent,H03K4/06;;H03K4/06;;H03K4/06;;H02J5/005;;H02J7/025;;H02J50/10;;H03K4/063;;H04B5/0037;;H04B5/0037;;H04B5/0075;;H04B5/0075;;H04L27/04;;Y02T90/12,H03K4/06;;H02J5/00;;H02J7/02;;H02J50/10;;H04B5/00,
US10459041B2,US,29/10/2019,2019,24/03/2017,LOCKHEED CORP,HAHN JOSEPH W;;JACKSON KENNETH MICHAEL;;LUZOD NICHOLAS M;;BRUCE GREGORY SCOTT;;LEW WILBUR;;STETSON JR JOHN B;;HUYNH DUC;;MANDEVILLE ANDREW RAYMOND;;MANICKAM ARUL;;KAUP PETER G,,LOCKHEED MARTIN CORPORATION (2017-10-16),Granted Patent,G01R33/032;;G01R33/032,G01R33/032,
US10088336B2,US,02/10/2018,2018,21/01/2016,LOCKHEED CORP,FISK BRYAN NEAL,,LOCKHEED MARTIN CORPORATION (2016-06-07),Granted Patent,G01R33/032;;G01R33/032;;G01V1/186;;G01V1/186,G01D5/12;;G01N29/28;;G01R33/032,
US8410784B1,US,02/04/2013,2013,12/11/2009,BROWN ARLENE M;;ERICKSON GRANT J;;HEETER JOE;;STEINLE ROBERT;;STROMSLAND KARI L;;TAAM WINSON;;BOEING CO,BROWN ARLENE M;;ERICKSON GRANT J;;HEETER JOE;;STEINLE ROBERT;;STROMSLAND KARI L;;TAAM WINSON,,BOEING COMPANY THE (2009-10-28),Granted Patent,G01R29/24;;G01R29/24,G01R29/12,324/457
US10088452B2,US,02/10/2018,2018,21/01/2016,LOCKHEED CORP,VILLANI JR JOSEPH A;;STETSON JR JOHN B,,,Granted Patent,G01N27/82;;G01N27/82,G01N27/82,
US10345396B2,US,09/07/2019,2019,15/12/2016,LOCKHEED CORP,MANICKAM ARUL;;KAUP PETER G;;BRUCE GREGORY SCOTT;;LEW WILBUR,,LOCKHEED MARTIN CORPORATION (2016-12-20),Granted Patent,G01R33/032;;G01R33/032;;G01R33/032,G01R33/032,
US10359479B2,US,23/07/2019,2019,20/02/2017,LOCKHEED CORP,MANICKAM ARUL;;KAUP PETER G,,LOCKHEED MARTIN CORPORATION (2019-06-17),Granted Patent,G01R33/0029;;G01R33/0029;;G01R33/032;;G01N24/10;;G01N24/10;;G01N24/10;;G01R33/0029;;G01R33/032;;G01R33/032;;G01R33/26;;G01R33/26;;G01R33/26,G01N24/10;;G01R33/00;;G01R33/032;;G01R33/26,
US10317279B2,US,11/06/2019,2019,09/03/2017,LOCKHEED CORP,BRUCE GREGORY SCOTT;;HAHN JOSEPH W;;LUZOD NICHOLAS MAURIELLO,,LOCKHEED MARTIN CORPORATION (2019-02-13),Granted Patent,G01J1/0422;;G01J1/58;;G01J1/58;;G01J1/0422;;G01J1/0422;;G01J1/0425;;G01J1/0425;;G01J1/0425;;G01J1/0488;;G01J1/0488;;G01J1/0488;;G01J1/58;;G01R33/032;;G01R33/032;;G01R33/032;;G02F1/35;;G02F1/35;;G02F2/02;;G02F2/02,G01J1/04;;G01J1/58;;G01R33/032;;G02F1/35,
US10371760B2,US,06/08/2019,2019,24/03/2017,LOCKHEED CORP,MANDEVILLE ANDREW RAYMOND;;BRUCE GREGORY SCOTT;;HAHN JOSEPH W,,LOCKHEED MARTIN CORPORATION (2019-01-08),Granted Patent,G01R33/032;;G01R33/032,G01R33/032,
US2004-0216922A1,US,04/11/2004,2004,03/06/2004,SANDVIK TAMROCK OY,KOIVUNEN PERTTI;;SALMINEN PEKKA,,SANDVIK TAMROCK OY (2004-09-01),Patent Application,E21B7/022;;E21B44/00;;E21B7/025;;E21D9/006,E21B7/02;;E21B44/00;;E21C35/08;;E21D9/00,
US2011-0162888A1,US,07/07/2011,2011,01/12/2010,MCHUGH CHARLES;;OPPOIZER FLORIAN ANDREAS,MCHUGH CHARLES;;OPPOIZER FLORIAN ANDREAS,,UNIVERSITY OF SYDNEY (2011-02-16);;TECHNOLOGICAL RESOURCES PTY. LIMITED (2011-02-14),Patent Application,E21B44/02;;E21B44/00;;E21B44/00;;E21B44/02,E21B44/00,175/26
US2010-0133009A1,US,03/06/2010,2010,02/05/2008,CARLSON ROBIN W;;LANE PHILIP R,CARLSON ROBIN W;;LANE PHILIP R,,VERMEER MANUFACTURING COMPANY (2008-05-21),Patent Application,E21B7/046;;E21B44/06;;E21B7/046;;E21B44/06,E21B47/022,175/45;;175/62
US2005-0183891A1,US,25/08/2005,2005,04/02/2005,CHRISMAN DAVID S.,CHRISMAN DAVID S,,,Patent Application,E21B7/18;;E21B7/18,E21B7/18;;E21B10/60;;E21B43/114,175/393;;175/424
US2003-0164252A1,US,04/09/2003,2003,26/02/2002,RAE PHILIP J.;;DI LULLO ARIAS GINO F.;;PORTMAN LANCE N.,RAE PHILIP J;;DI LULLO ARIAS GINO F;;PORTMAN LANCE N,,BJ SERVICES COMPANY (2002-04-19),Patent Application,E21B7/00;;E21B7/00;;E21B7/065;;E21B7/065;;E21B7/18;;E21B7/18;;E21B43/25;;E21B43/25;;E21B43/28;;E21B43/28;;E21B43/29;;E21B43/29,E21B7/06;;E21B7/18;;E21B43/25;;E21B43/28;;E21B43/29,175/67;;175/424
US2009-0114386A1,US,07/05/2009,2009,02/11/2007,HARTOG ARTHUR H;;BROWN J ERNEST;;COOK JOHN MERVYN;;ELPHICK JONATHAN;;HAMMOND PAUL S;;JOHNSON ASHLEY BERNARD,HARTOG ARTHUR H;;BROWN J ERNEST;;COOK JOHN MERVYN;;ELPHICK JONATHAN;;HAMMOND PAUL S;;JOHNSON ASHLEY BERNARD,,SCHLUMBERGER TECHNOLOGY CORPORATION (2008-01-17),Patent Application,E21B41/0064;;E21B41/0064;;E21B43/26;;E21B43/26;;E21B47/06;;E21B47/06;;E21B47/135;;E21B47/135;;G01V8/02;;G01V8/02;;G01V1/226;;G01V1/226;;G01V8/16;;G01V8/16;;Y02C20/40;;Y02C20/40,E21B47/10,166/250.08;;166/250.01
US2004-0216922A1,US,04/11/2004,2004,03/06/2004,SANDVIK TAMROCK OY,KOIVUNEN PERTTI;;SALMINEN PEKKA,,SANDVIK TAMROCK OY (2004-09-01),Patent Application,E21B7/022;;E21B44/00;;E21B7/025;;E21D9/006,E21B7/02;;E21B44/00;;E21C35/08;;E21D9/00,
US2011-0162888A1,US,07/07/2011,2011,01/12/2010,MCHUGH CHARLES;;OPPOIZER FLORIAN ANDREAS,MCHUGH CHARLES;;OPPOIZER FLORIAN ANDREAS,,UNIVERSITY OF SYDNEY (2011-02-16);;TECHNOLOGICAL RESOURCES PTY. LIMITED (2011-02-14),Patent Application,E21B44/02;;E21B44/00;;E21B44/00;;E21B44/02,E21B44/00,175/26
US6233524B1,US,15/05/2001,2001,03/08/1999,BAKER HUGHES INC,HARRELL JOHN W;;DUBINSKY VALDIMIR;;LEGGETT III JAMES V,,BAKER HUGHES INCORPORATED (1997-02-13),Granted Patent,E21B7/068;;E21B44/00;;E21B44/005;;E21B47/00;;E21B47/18;;E21B47/00;;E21B47/18;;E21B7/068;;E21B44/00;;E21B44/005,E21B7/06;;E21B44/00;;E21B47/00;;E21B47/18,702/9
US2011-0162888A1,US,07/07/2011,2011,01/12/2010,MCHUGH CHARLES;;OPPOIZER FLORIAN ANDREAS,MCHUGH CHARLES;;OPPOIZER FLORIAN ANDREAS,,UNIVERSITY OF SYDNEY (2011-02-16);;TECHNOLOGICAL RESOURCES PTY. LIMITED (2011-02-14),Patent Application,E21B44/02;;E21B44/00;;E21B44/00;;E21B44/02,E21B44/00,175/26
US6233524B1,US,15/05/2001,2001,03/08/1999,BAKER HUGHES INC,HARRELL JOHN W;;DUBINSKY VALDIMIR;;LEGGETT III JAMES V,,BAKER HUGHES INCORPORATED (1997-02-13),Granted Patent,E21B7/068;;E21B44/00;;E21B44/005;;E21B47/00;;E21B47/18;;E21B47/00;;E21B47/18;;E21B7/068;;E21B44/00;;E21B44/005,E21B7/06;;E21B44/00;;E21B47/00;;E21B47/18,702/9
US2009-0114386A1,US,07/05/2009,2009,02/11/2007,HARTOG ARTHUR H;;BROWN J ERNEST;;COOK JOHN MERVYN;;ELPHICK JONATHAN;;HAMMOND PAUL S;;JOHNSON ASHLEY BERNARD,HARTOG ARTHUR H;;BROWN J ERNEST;;COOK JOHN MERVYN;;ELPHICK JONATHAN;;HAMMOND PAUL S;;JOHNSON ASHLEY BERNARD,,SCHLUMBERGER TECHNOLOGY CORPORATION (2008-01-17),Patent Application,E21B41/0064;;E21B41/0064;;E21B43/26;;E21B43/26;;E21B47/06;;E21B47/06;;E21B47/135;;E21B47/135;;G01V8/02;;G01V8/02;;G01V1/226;;G01V1/226;;G01V8/16;;G01V8/16;;Y02C20/40;;Y02C20/40,E21B47/10,166/250.08;;166/250.01
US2009-0114386A1,US,07/05/2009,2009,02/11/2007,HARTOG ARTHUR H;;BROWN J ERNEST;;COOK JOHN MERVYN;;ELPHICK JONATHAN;;HAMMOND PAUL S;;JOHNSON ASHLEY BERNARD,HARTOG ARTHUR H;;BROWN J ERNEST;;COOK JOHN MERVYN;;ELPHICK JONATHAN;;HAMMOND PAUL S;;JOHNSON ASHLEY BERNARD,,SCHLUMBERGER TECHNOLOGY CORPORATION (2008-01-17),Patent Application,E21B41/0064;;E21B41/0064;;E21B43/26;;E21B43/26;;E21B47/06;;E21B47/06;;E21B47/135;;E21B47/135;;G01V8/02;;G01V8/02;;G01V1/226;;G01V1/226;;G01V8/16;;G01V8/16;;Y02C20/40;;Y02C20/40,E21B47/10,166/250.08;;166/250.01
US2004-0173019A1,US,09/09/2004,2004,17/03/2004,MCMILLAN ROBERT M.;;RAU ROLAND,MCMILLAN ROBERT M;;RAU ROLAND,,MCMILLAN COMPANY (2004-03-15),Patent Application,G01F1/68;;G01F15/005;;G01F1/6847;;G01F1/688;;G01F1/698;;G01F1/699;;G01F15/028,G01F1/68;;G01F1/684;;G01F1/688;;G01F1/698;;G01F1/699;;G01F15/00;;G01F15/02,73/204.16
US5645348A,US,08/07/1997,1997,20/06/1994,COLUMBIA GAS OF OHIO INC,STULEN FOSTER B;;BROWN SUSAN T;;HOLDERBAUM GLENDA S;;PHILIPS DAVID B;;EBERLE ARTHUR C,,,Granted Patent,G01F1/6847;;G01F1/699;;G01L11/002;;G01N25/18,G01F1/684;;G01F1/699;;G01L11/00;;G01N25/18,374/45;;374/138;;73/204.11;;73/700;;73/861
US2004-0216922A1,US,04/11/2004,2004,03/06/2004,SANDVIK TAMROCK OY,KOIVUNEN PERTTI;;SALMINEN PEKKA,,SANDVIK TAMROCK OY (2004-09-01),Patent Application,E21B7/022;;E21B44/00;;E21B7/025;;E21D9/006,E21B7/02;;E21B44/00;;E21C35/08;;E21D9/00,
US2011-0162888A1,US,07/07/2011,2011,01/12/2010,MCHUGH CHARLES;;OPPOIZER FLORIAN ANDREAS,MCHUGH CHARLES;;OPPOIZER FLORIAN ANDREAS,,UNIVERSITY OF SYDNEY (2011-02-16);;TECHNOLOGICAL RESOURCES PTY. LIMITED (2011-02-14),Patent Application,E21B44/02;;E21B44/00;;E21B44/00;;E21B44/02,E21B44/00,175/26
US6233524B1,US,15/05/2001,2001,03/08/1999,BAKER HUGHES INC,HARRELL JOHN W;;DUBINSKY VALDIMIR;;LEGGETT III JAMES V,,BAKER HUGHES INCORPORATED (1997-02-13),Granted Patent,E21B7/068;;E21B44/00;;E21B44/005;;E21B47/00;;E21B47/18;;E21B47/00;;E21B47/18;;E21B7/068;;E21B44/00;;E21B44/005,E21B7/06;;E21B44/00;;E21B47/00;;E21B47/18,702/9
US2007-0012453A1,US,18/01/2007,2007,14/11/2005,BAKER HUGHES INC,CORONADO MARTIN P;;PETERSON ELMER R,,BAKER HUGHES INCORPORATED (2006-01-10),Patent Application,E21B17/025;;E21B47/135;;E21B17/025;;E21B17/1035;;E21B17/1035;;E21B17/18;;E21B17/18;;E21B33/1285;;E21B33/1285;;E21B47/06;;E21B47/06;;E21B47/135,E21B43/00;;E21B33/12;;E21B47/06;;E21B47/12,166/369;;166/120
US2003-0145987A1,US,07/08/2003,2003,18/02/2003,HASHEM MOHAMED NAGUIB,HASHEM MOHAMED NAGUIB,,SHELL OIL COMPANY (2002-01-17),Patent Application,E21B47/07;;E21B49/10;;E21B47/07;;E21B49/10;;G01N33/2823;;G01N33/2823,E21B47/06;;E21B49/10;;G01N33/28,166/250.17
US5181696A,US,26/01/1993,1993,16/08/1990,SHOWA MFG,ABE SHIGENOBU,,KABUSHIKI KAISHA SHOWA SEISAKUSHO (1990-07-18),Granted Patent,B60G17/0272;;B60G17/0272;;B60G15/062;;B60G15/062;;B62K25/04;;B62K25/04;;B62K2025/045;;B62K2025/045;;B62K2025/048;;B62K2025/048,B60G17/044;;B60G15/06;;B60G17/015;;B60G17/027;;B62K25/04;;F16F9/50,267/64.17;;267/221;;280/276;;280/710;;280/714
US6655221B1,US,02/12/2003,2003,04/10/2001,FLOWSYS AS,ASPELUND AUDUN;;WIDEROEE TOR,,SHELL TECHNOLOGY VENTURES BV (2005-11-10);;FLOWSYS AS (2001-09-23),Granted Patent,G01F1/712;;G01F1/363;;G01F1/74;;G01N33/2823,G01F1/34;;G01F1/36;;G01F1/56;;G01F1/712;;G01F1/74;;G01N27/08;;G01N33/28,73/861.04
US6655221B1,US,02/12/2003,2003,04/10/2001,FLOWSYS AS,ASPELUND AUDUN;;WIDEROEE TOR,,SHELL TECHNOLOGY VENTURES BV (2005-11-10);;FLOWSYS AS (2001-09-23),Granted Patent,G01F1/712;;G01F1/363;;G01F1/74;;G01N33/2823,G01F1/34;;G01F1/36;;G01F1/56;;G01F1/712;;G01F1/74;;G01N27/08;;G01N33/28,73/861.04
US6427774B2,US,06/08/2002,2002,05/01/2001,CONOCO INC,THOMAS SALLY A;;GILBERT WILLIAM W;;HUFFMAN ALAN ROYCE,,CONOCO INC (2001-09-24),Granted Patent,E21B43/003;;E21B43/003;;E21B28/00;;E21B28/00,E21B28/00;;E21B43/00,166/248;;166/177.2
US6575022B1,US,10/06/2003,2003,24/06/1998,CUMMINS ENGINE CO INC,SCHNEIDER MATTHEW L;;BHAGWAT ABHAY P;;SCHUPPE ALFRED;;KUHNS GEORGE M,,CUMMINS ENGINE COMPANY INC (1998-08-05),Granted Patent,F01M13/00;;F01M13/00;;F01M2013/0083;;F01M2013/0083;;G01F1/44;;G01F1/44;;G01M15/09;;G01M15/09,F01M13/00;;G01F1/44;;G01M15/09,73/118.2
US2010-0008934A1,US,14/01/2010,2010,30/06/2009,CELERA CORP,SCHRODI STEVEN J;;LI YONGHONG,,CELERA CORPORATION (2009-08-11),Patent Application,A61P37/06;;C12Q1/6883;;C12Q1/6883;;C07K16/244;;C12Q2600/106;;C12Q2600/106;;C12Q2600/136;;C12Q2600/136;;C12Q2600/156;;C12Q2600/156;;C12Q2600/158;;C12Q2600/158;;C12Q2600/172;;C12Q2600/172,A61K39/395;;A61P37/06;;C12Q1/68,424/158.1;;435/6
US2006-0090892A1,US,04/05/2006,2006,04/11/2004,SCHLUMBERGER TECHNOLOGY CORP,WETZEL RODNEY J;;SHEFFIELD RANDOLPH J;;BHAVSAR RASHMI B;;GAMBIER PHILIPPE,,SCHLUMBERGER TECHNOLOGY CORPORATION (2004-10-28),Patent Application,E21B47/01;;E21B47/06;;E21B47/10;;G01V11/00,E21B47/00,166/250.01;;166/66
US5015151A,US,14/05/1991,1991,14/05/1990,SHELL OIL CO,SNYDER JR DALE R;;HAWS JOE H,,SHELL OIL COMPANY A CORP. OF DE (1987-02-10),Granted Patent,E21B43/128;;E21B43/128;;E21B47/008;;E21B47/008;;F04D15/0254;;F04D15/0254;;F04B47/06;;F04B47/06;;F04B49/065;;F04B49/065;;F04D9/001;;F04D13/10,E21B43/12;;E21B47/00;;F04B47/06;;F04B49/06;;F04D15/02,417/18;;417/44;;417/45;;417/53
US2004-0141420A1,US,22/07/2004,2004,21/01/2003,HARDAGE BOB A.;;MAIDA JOHN L.;;JOHANSEN ESPEN S.,HARDAGE BOB A;;MAIDA JOHN L;;JOHANSEN ESPEN S,,WEATHERFORD TECHNOLOGY HOLDINGS LLC (2014-09-01);;WEATHERFORD/LAMB INC (2003-01-16),Patent Application,E21B47/00;;E21B47/008;;E21B47/00;;E21B47/00;;E21B47/008;;E21B47/008;;G01H9/004;;H04R23/008;;H04R23/008;;H04R23/008,E21B47/00;;H04R23/00,367/149
US4852395A,US,01/08/1989,1989,08/12/1988,ATLANTIC RICHFIELD CO,KOLPAK MIROSLAV M,,ATLANTIC RICHFIELD COMPANY A DE CORP (1988-12-08),Granted Patent,G01N22/00;;G01N33/2823;;G01N22/00;;G01N33/2823,G01N22/00;;G01N33/28,73 611 R;;73/861.04
US2009-0293634A1,US,03/12/2009,2009,27/05/2008,ONG JOO TIM,ONG JOO TIM,,BAKER HUGHES INCORPORATED (2009-06-02),Patent Application,G01F1/36;;G01F1/74;;G01F1/36;;G01F1/74;;G01F1/36;;G01F1/74;;G01F1/74;;G01F1/36,G01F1/74,73/861.04
US6065441A,US,23/05/2000,2000,02/12/1998,DAIMLER CHRYSLER CORP,REGUEIRO JOSE F,,FCA US LLC (2009-06-10);;CHRYSLER LLC (2007-07-27),Granted Patent,F02B19/18;;Y02T10/12;;F02B19/18;;Y02T10/12,F02B19/18,123/269;;123/286;;123/291;;123/293
US6405135B1,US,11/06/2002,2002,18/07/2000,ADRIANY JOHN J.;;KAHL BRIAN M.;;FENBY SCOTT S.,ADRIANY JOHN J;;KAHL BRIAN M;;FENBY SCOTT S,,,Granted Patent,F17D5/02;;F17D5/02;;G01M3/16;;G01M3/16;;G08B21/12;;G08B21/12,F17D5/02;;G01M3/16;;G08B21/12,702/5;;702/22
US6186241B1,US,13/02/2001,2001,08/02/2000,MURR MICHAEL J.,MURR MICHAEL J,,,Granted Patent,A62C99/0063;;A62C99/0063;;A62C3/006;;A62C3/006;;A62C3/06;;A62C3/06;;A62C37/10;;A62C37/10,A62C3/06;;A62C37/10;;A62C99/00,169/60;;169/65
US5758539A,US,02/06/1998,1998,25/11/1996,INST FRANCAIS DU PETROLE,NAVILLE CHARLES;;GUESNON JEAN;;MABILE CLAUDE,,INSTITUT FRANCAIS DU PETROLE (1996-09-04),Granted Patent,E21B44/00;;E21B47/00;;E21B49/003;;G01H15/00;;G01V1/40;;E21B49/003;;G01V1/40;;E21B44/00;;E21B47/00;;G01H15/00,E21B44/00;;E21B47/00;;E21B49/00;;G01H15/00;;G01V1/40,73/152.03;;73/152.16
US2009-0114386A1,US,07/05/2009,2009,02/11/2007,HARTOG ARTHUR H;;BROWN J ERNEST;;COOK JOHN MERVYN;;ELPHICK JONATHAN;;HAMMOND PAUL S;;JOHNSON ASHLEY BERNARD,HARTOG ARTHUR H;;BROWN J ERNEST;;COOK JOHN MERVYN;;ELPHICK JONATHAN;;HAMMOND PAUL S;;JOHNSON ASHLEY BERNARD,,SCHLUMBERGER TECHNOLOGY CORPORATION (2008-01-17),Patent Application,E21B41/0064;;E21B41/0064;;E21B43/26;;E21B43/26;;E21B47/06;;E21B47/06;;E21B47/135;;E21B47/135;;G01V8/02;;G01V8/02;;G01V1/226;;G01V1/226;;G01V8/16;;G01V8/16;;Y02C20/40;;Y02C20/40,E21B47/10,166/250.08;;166/250.01
US5312552A,US,17/05/1994,1994,02/02/1993,NORMAN J M,NORMAN J M,,,Granted Patent,B01D17/00;;B01D19/0036;;B01D19/0063;;C02F1/20;;C02F1/20;;B01D19/0036;;B01D17/00;;B01D19/0063,B01D17/00;;B01D19/00;;C02F1/20,210/741;;95/19;;95/24;;95/253;;95/257;;95/172;;210/104;;210/134;;210/188;;210/808
US2011-0271751A1,US,10/11/2011,2011,06/05/2010,HALLIBURTON ENERGY SERV INC,BROOKS JAMES E;;HAGGERTY DENNIS,,HALLIBURTON ENERGY SERVICES INC (2010-06-30),Patent Application,E21B43/11;;E21B49/02;;E21B43/11;;G01V11/002,E21B49/02,73/152.07
US2006-0055129A1,US,16/03/2006,2006,07/09/2005,TOYOTA MOTOR CO LTD,AMANO YOSHIHARU,,TOYOTA JIDOSHA KABUSHIKI KAISHA (2005-08-23),Patent Application,B60G17/015;;B60G2500/20;;B60G2500/30;;B60G2600/02;;B60G2600/04;;B60G17/015;;B60G2500/30;;B60G2500/20;;B60G2600/02;;B60G2600/04,B60G17/005,280/5.507;;280/5.514;;280/124.157
US5655577A,US,12/08/1997,1997,05/06/1995,SHELL OIL CO,LOEN ANDREW EVERETT;;HOULE JESSE STUART;;BESLER DAVID ALVIN;;ANDERSON SCOTT ROBERT,,SHELL OIL COMPANY (1995-05-31),Granted Patent,B67D7/048;;B67D7/048;;B67D7/425;;B67D7/425;;B67D7/54;;B67D7/54;;B67D2007/545;;B67D2007/545,B67D7/04;;B67D7/42;;B67D7/54,141/59;;141/95;;141/198;;141/392
US2003-0196805A1,US,23/10/2003,2003,19/04/2002,BONEY CURTIS L.;;MILLER MATTHEW J.;;LO SHO-WEI,BONEY CURTIS L;;MILLER MATTHEW J;;LO SHO-WEI,,SCHLUMBERGER TECHNOLOGY CORPORATION (2002-04-19),Patent Application,C09K8/80;;C09K8/80;;E21B43/267;;E21B43/267,E21B43/26;;C09K8/80;;E21B43/267,16628;;166/308;;507/269;;507/924
US4884438A,US,05/12/1989,1989,20/10/1988,MOBIL OIL CORP,JONES TIMOTHY A;;KALUZA THOMAS J;;ROACH ROBERT E,,MOBIL OIL CORPORATION (1988-10-06),Granted Patent,G01N15/0826;;G01N33/241;;G01N33/241;;G01N15/0826,G01N15/08;;G01N33/24,73/153;;73/38
US5561883A,US,08/10/1996,1996,15/09/1994,LANDRY; KENNETH C.;;BORG; PAUL,LANDRY KENNETH C;;BORG PAUL,,LANDRY SERVICE CO. INC (1994-09-15);;HYDROCHEM INDUSTRIAL SERVICES INC (2000-10-02);;HYRDOCHEM INDUSTRIAL SERVICES INC (2001-09-25),Granted Patent,A47L2201/00;;A47L2201/00;;B25J5/005;;B25J5/005;;B08B9/051;;B08B9/051;;B08B9/0933;;B08B9/0933,B08B9/04;;B08B9/093;;B25J5/00,15/302;;15/304;;15/321;;15/322;;15/339;;15/340.1
US4770711A,US,13/09/1988,1988,24/08/1984,PETROLEUM FERMENTATIONS,DEAL III JAMES F;;FOOTE III ANDERSON M;;GABBARD STEPHEN R,,PETROLEUM FERMENTATIONS N.V. A CORP OF THE NETHERLANDS ANTILLES (1984-08-23),Granted Patent,B08B9/0933;;B08B9/0933,B08B9/093,134/18;;134/22.1;;134/22.11;;134/22.12;;X134;;134/25.4;;X134168R;;134/40
US4609329A,US,02/09/1986,1986,05/04/1985,FRICK CO,PILLIS JOSEPH W;;WILE HANS C,,FRICK COMPANY (1985-03-25),Granted Patent,F04C28/125;;F04C28/125;;F04C18/16;;F04C18/16;;F04C2240/81;;F04C2240/81,F04C18/16;;F01C1/16;;F04B49/06;;F04C/;;F04C28/12,417/282;;417/310;;418/15;;418/201
US4056002A,US,01/11/1977,1977,15/09/1976,BATTELLE DEVELOPMENT CORP,ARIEH SIMON;;BUDLIGER JEAN-PIERRE,,,Granted Patent,G01F1/34;;G01F1/74;;G01F3/06;;G01F3/065;;G01F1/74;;G01F3/06;;G01F3/065;;G01F1/34,G01F5/00;;G01F1/34;;G01F1/74;;G01F3/06;;G01F17/00,73194R
US2003-0187565A1,US,02/10/2003,2003,20/03/2002,WONG HOI-CHING,WONG HOI-CHING,,CLEAN AIR PARTNERS INC (2002-03-13);;CLEAN AIR POWER INC (2003-03-27),Patent Application,F02D41/266;;F02D41/266;;F02D19/027;;F02D19/027;;F02D19/061;;F02D19/061;;F02D19/0692;;F02D19/0692;;F02D19/105;;F02D19/105;;F02M21/0281;;F02M21/0281;;Y02T10/30;;Y02T10/30,F02D19/10;;F02D41/26,701/103;;123/526;;123/25
US5654502A,US,05/08/1997,1997,28/12/1995,MICRO MOTION INC,DUTTON ROBERT E,,MICRO MOTION INC (1995-12-21),Granted Patent,A61F2/80;;G01N33/28;;G01N33/2823;;G01N33/2823,G01N33/22;;E21B43/34;;E21B47/12;;G01N33/00;;G01N33/28,73/152.18;;73/861.04;;73/19.1;;73/861.357
US2011-0042070A1,US,24/02/2011,2011,18/08/2009,HSU KAI;;INDO KENTARO;;MULLINS OLIVER C;;HEGEMAN PETER S,HSU KAI;;INDO KENTARO;;MULLINS OLIVER C;;HEGEMAN PETER S,,SCHLUMBERGER TECHNOLOGY CORPORATION (2009-08-21),Patent Application,E21B49/08;;E21B47/113;;E21B49/0875;;E21B49/08;;E21B47/113;;E21B49/0875;;E21B49/087,E21B47/00;;E21B49/08;;G06F19/00,166/250.01;;166/65.1;;702/85
US7207396B2,US,24/04/2007,2007,28/06/2004,INTELLISERV INC,HALL DAVID R;;PIXTON DAVID S;;JOHNSON MONTE L;;BARTHOLOMEW DAVID B;;FOX JOE,,INTELLISERV INTERNATIONAL HOLDING LTD (2007-08-01);;INTELLISERV LLC (2009-09-25);;INTELLISERV INC (2009-09-22);;NOVATEK INC (2004-10-19),Granted Patent,E21B47/13;;E21B47/13,E21B47/12;;E21B47/026,175/40;;340/853.3;;702/9
US5408874A,US,25/04/1995,1995,30/09/1993,US ARMY,FLECK SR CHARLES J;;FLECK JR CHARLES J,,UNITED STATES OF AMERICA THE AS REPRESENTED BY THE SECRETARY OF THE NAVY (1993-09-24),Granted Patent,G01F23/68;;G01F23/2962;;G01F23/76;;Y10S367/908,G01F23/296;;G01F23/68;;G01F23/76,73290V;;367/908
US5661237A,US,26/08/1997,1997,07/06/1995,SCHLUMBERGER TECHNOLOGY CORP,DUSSAN V ELIZABETH B;;HECQUET FRANÇOIS;;REZGUI FADHEL;;VEIGNAT ERIC,,SCHLUMBERGER TECHNOLOGY CORPORATION (1995-06-30),Granted Patent,G01F1/10;;G01F1/74;;E21B47/113;;G01F1/10;;G01F1/74;;E21B47/113,E21B47/10;;G01F1/10;;G01F1/74,73/152.18;;73/61.44;;73/152.42;;324/324
US4975645A,US,04/12/1990,1990,21/11/1989,SCHLUMBERGER TECHNOLOGY CORP,LUCAS GARY,,SCHLUMBERGER TECHNOLOGY CORPORATION (1989-10-20),Granted Patent,G01F1/708;;G01F1/712;;G01N27/226;;G01F1/74;;E21B47/113;;G01N27/226;;G01F1/712;;G01F1/708;;G01F1/74;;E21B47/113,E21B47/10;;G01F1/708;;G01F1/712;;G01N27/22,324/324;;X 73 611 R;;73/861.04;;324/355;;324/663;;324/686
US2009-0224765A1,US,10/09/2009,2009,09/12/2008,TULUPOV ANDREY VLADIMIROVICH;;LISITSIN EVGENIY DMITNEVICH;;PETROV ALEXANDR ARKADYEVICH;;KYASPER VLADIMIR EDUARDOVICH,TULUPOV ANDREY VLADIMIROVICH;;LISITSIN EVGENIY DMITNEVICH;;PETROV ALEXANDR ARKADYEVICH;;KYASPER VLADIMIR EDUARDOVICH,,"FUGRO CONSULTANTS INTERNATIONAL N.V (2012-05-22);;""EMMET"" JSC (2011-07-21);;SEABED GEOSOLUTIONS (NL) B.V (2013-02-16)",Patent Application,G01V3/15;;G01V3/40;;G01V3/40;;G01V3/15,G01V3/00;;G01V3/40;;G01V3/12,324/345;;324/323;;324/347
