PatentNo,Jurisdiction,PublicationDate,PublicationYear,ApplicationDate,Applicants,Inventors,Owners_updated,Owners,DocumentType
US10125602B2,US,13/11/2018,2018,24/03/2016,UNIV KING FAHD PET & MINERALS,AL-HUSSAIN ALI MUSA;;HOSSAIN M ENAMUL,,KING FAHD UNIVERSITY OF PETROLEUM AND MINERALS (2016-03-07),Granted Patent
US2017-0362935A1,US,21/12/2017,2017,18/12/2015,SCHLUMBERGER TECHNOLOGY CORP,BATMAZ TANER;;KURNIADI STEVANUS DWI;;AL ZEIDI OMAR;;GURMEN MEHMET NIHAT;;FREDD CHRISTOPHER;;KHAN SAFDAR MOHAMMAD;;BENTLEY DOUGLAS;;KANNEGANTI KOUSIC THEJA,,SCHLUMBERGER TECHNOLOGY CORPORATION (2016-08-09),Patent Application
US4902961A,US,20/02/1990,1990,08/04/1987,CHEVRON RES,DE BIBHAS R;;DONOHO PAUL L;;REVUS DAVID E;;BOYER RUSSELL E,,,Granted Patent
US4808931A,US,28/02/1989,1989,13/04/1987,GEN TECHNOLOGY INC,LING SUNG C,,GENERAL TECHNOLOGY INC (1987-04-13),Granted Patent
US2016-0363573A1,US,15/12/2016,2016,29/01/2016,LIVE FRESH INC,LAI CHING-CHIH;;FANG HAO;;XIONG YAN,,LIVE FRESH INC (2015-08-28),Patent Application
US2007-0240671A1,US,18/10/2007,2007,30/03/2007,HONDA MOTOR CO LTD,IMAZATO ARITOSHI;;SHIMOYAMA KAZUAKI,,HONDA MOTOR CO. LTD (2007-04-02),Patent Application
US2017-0100888A1,US,13/04/2017,2017,21/12/2016,STRATASYS INC,BATCHELDER J SAMUEL,,,Patent Application
US2011-0209882A1,US,01/09/2011,2011,28/12/2010,ENIS BEN M;;LIEBERMAN PAUL,ENIS BEN M;;LIEBERMAN PAUL,,,Patent Application
US2015-0020785A1,US,22/01/2015,2015,12/02/2013,MAHLE INT GMBH,AN DIMITRI;;BARTHELMESS SEBASTIAN;;GOERLICH LESZEK;;KRAMPE CORINNA;;KULL NIKLAS;;OEZKAYA YAKUP;;ROHDE FRANK;;RUPPEL STEFAN;;SAUTER HARMUT,,MAHLE INTERNATIONAL GMBH (2014-08-16),Patent Application
US4063153A,US,13/12/1977,1977,31/08/1976,AUBURN INT,DECHENE RONALD L;;GRIMALDI FRANK G;;NEWTON ROBERT E,,OXFORD INSTRUMENTS AMERICA INC (1999-04-14),Granted Patent
US2016-0076926A1,US,17/03/2016,2016,30/04/2014,IPHASE LTD,MCCANN DOMINIC PATRICK;;FORBES KEVIN JOHN;;HUNT ANDREW,,IPHASE LIMITED (2016-05-04),Patent Application
US7265559B1,US,04/09/2007,2007,13/07/2006,PEPPERL & FUCHS,HLADKY KAREL;;POIRIER DENIS M,,ALABAMA SPECIALTY PRODUCTS INC (2016-11-29);;PEPPERL+FUCHS INC (2006-07-12),Granted Patent
US2010-0292944A1,US,18/11/2010,2010,05/12/2007,HOWELL COLIN;;ALBONE DAVID;;COE DAVID EDWARD,HOWELL COLIN;;ALBONE DAVID;;COE DAVID EDWARD,,ABB LIMITED (2009-10-08),Patent Application
US2017-0261357A1,US,14/09/2017,2017,15/09/2015,UNIV LEEDS INNOVATIONS LTD,WANG MI;;JIA JIABIN;;FARAJ YOUSEF;;WANG QIANG,,UNIVERSITY OF LEEDS (2017-04-27),Patent Application
US6691584B2,US,17/02/2004,2004,03/04/2002,WEATHERFORD LAMB,GYSLING DANIEL L;;BRYANT REBECCA S;;WINSTON CHARLES R,,WEATHERFORD TECHNOLOGY HOLDINGS LLC (2014-09-01);;WEATHERFORD/LAMB INC (2002-08-12),Granted Patent
US2015-0159596A1,US,11/06/2015,2015,07/10/2013,WAKIYA TSUTOMU;;TOYOTA MOTOR CO LTD,WAKIYA TSUTOMU,,TOYOTA JIDOSHA KABUSHIKI KAISHA (2014-11-03),Patent Application
US2014-0246002A1,US,04/09/2014,2014,01/03/2013,GM GLOBAL TECH OPERATIONS INC;;GM GLOBAL TECH OPERATIONS INC,SPIX THOMAS A;;PIERIK RONALD J,,GM GLOBAL TECHNOLOGY OPERATIONS LLC (2013-02-21),Patent Application
US4773972A,US,27/09/1988,1988,30/10/1986,FORD MOTOR CO,MIKKOR MATI,,FORD MOTOR COMPANY A CORP OF DE (1986-10-03);;MICHIGAN UNIVERISTY OF (2000-08-16),Granted Patent
US2016-0011136A1,US,14/01/2016,2016,28/02/2014,HELMHOLTZ ZENTRUM DRESDEN;;HELMHOLTZ ZENTRUM DRESDEN,SCHLEICHER ECKHARD;;LOSCHAU MARTIN;;VAN CAMPEN LAURENS,,HELMHOLTZ-ZENTRUM DRESDEN - ROSSENDORF E.V (2015-08-20),Patent Application
US2311757A,US,23/02/1943,1943,25/02/1938,SCHLUMBERGER WELL SURV CORP,JAY JAKOSKY JOHN,,,Granted Patent
US3938383A,US,17/02/1976,1976,19/09/1974,SAYER WAYNE L,SAYER WAYNE L,,,Granted Patent
US4680693A,US,14/07/1987,1987,10/02/1986,THOMSON CGR,CARRON CLAUDE,,THOMSON-CGR (1986-01-24),Granted Patent
US4201060A,US,06/05/1980,1980,24/08/1978,UNION OIL CO,OUTMANS HARRY D,,,Granted Patent
US4776169A,US,11/10/1988,1988,03/02/1988,COLES JR OTIS C,COLES JR OTIS C,,,Granted Patent
US4388807A,US,21/06/1983,1983,25/03/1981,SPERRY CORP,MATTHEWS HUGH B,,SPERRY CORPORATION A CORP. OF DE (1981-03-17),Granted Patent
US3986362A,US,19/10/1976,1976,13/06/1975,BACIU PETRU,BACIU PETRU,,,Granted Patent
US4215976A,US,05/08/1980,1980,10/05/1978,WORTHINGTON PUMP,NEUMANN BORYS,,INGERSOLL-DRESSER PUMP COMPANY (1992-10-01);;EDISON INTERNATONAL INC (1981-01-02);;STUDEBAKER-WORTHINGTON INC (1980-12-29),Granted Patent
US2013-0013121A1,US,10/01/2013,2013,24/02/2012,HENZE GREGOR P;;CUSHING VINCENT J;;CORBIN CHARLES D;;PLAMP SANDRO,HENZE GREGOR P;;CUSHING VINCENT J;;CORBIN CHARLES D;;PLAMP SANDRO,,THE REGENTS OF THE UNIVERSITY OF COLORADO (2013-12-20);;QCOEFFICIENT INC (2014-01-10),Patent Application
US2012-0232701A1,US,13/09/2012,2012,07/03/2011,CARTY RAPHAEL;;WENZINGER JEFFREY T,CARTY RAPHAEL;;WENZINGER JEFFREY T,,CALLIDA ENERGY LLC (2011-04-27),Patent Application
US2004-0134211A1,US,15/07/2004,2004,24/09/2003,LG ELECTRONICS INC,LEE WON HEE;;HWANG YOON JEI;;SONG CHAN HO,,LG ELECTRONICS INC (2003-09-17),Patent Application
US6282452B1,US,28/08/2001,2001,19/11/1998,INTELLIGENT INSPECTION CORP,DEGUZMAN NEIL;;MCINTYRE THOMAS W,,INTELLIGENT INSPECTION CORPORATION (1999-03-09),Granted Patent
US5729992A,US,24/03/1998,1998,17/12/1996,LAMBERT; KENNETH W.,LAMBERT KENNETH W,,,Granted Patent
US4433720A,US,28/02/1984,1984,24/04/1981,LOWSTUTER W ROBERT,LOWSTUTER W ROBERT,,,Granted Patent
US4296996A,US,27/10/1981,1981,17/07/1979,KOKUSAI DENSHIN DENWA CO LTD,NIIRO YASUHIKO;;FURUSAWA KAHEI;;OKADA AKIRA,,,Granted Patent
US5155795A,US,13/10/1992,1992,23/09/1991,G & H TECHNOLOGY,WASSERMAN ALEXANDER;;KEREK LESLIE,,G & H TECHNOLOGY INC. A CORPORATION OF DELAWARE (1991-09-06),Granted Patent
US2002-0072322A1,US,13/06/2002,2002,11/12/2000,PHOENIX CONTROLS CORP,SHARP GORDON P;;DESROCHERS ERIC M,,PHOENIX CONTROLS CORPORATION (2001-03-26),Patent Application
US4379484A,US,12/04/1983,1983,12/01/1981,TRANE CO,LOM DUANE L;;KLOUDA JOHN F,,TRANE COMPANY THE;;CHEMICAL BANK AS COLLATERAL AGENT (1993-06-01);;AMERICAN STANDARD INC. A CORP OF DE (1984-12-26);;TRANE COMPANY THE LA CROSSE (1981-01-09),Granted Patent
US5548970A,US,27/08/1996,1996,24/03/1995,NRG IND INC,CUNNINGHAM JR ROBERT A;;RUTLEDGE PHILLIP R,,NRG INDUSTRIES INC (1995-05-01),Granted Patent
US5590830A,US,07/01/1997,1997,04/10/1995,YORK INT CORP,KETTLER JOHN P;;REESE JAMES A,,,Granted Patent
US5826641A,US,27/10/1998,1998,03/10/1997,AAON INC,BIERWIRTH HENRY C;;PARGETER STEPHEN J,,AAON INC (1999-06-30),Granted Patent
US6161764A,US,19/12/2000,2000,22/01/1999,HONEYWELL INT INC,JATNIEKS GIRTS U,,,Granted Patent
US4100763A,US,18/07/1978,1978,22/04/1977,ITT,BRODY HERBERT M,,ITT CORPORATION (1983-11-22),Granted Patent
US4706765A,US,17/11/1987,1987,11/08/1986,FOUR E INC,LEE ERNIE J;;THORNTON WILLIAM L,,FOUR E INC. A CORP. OF LOUISIANA (1986-08-05),Granted Patent
US3217538A,US,16/11/1965,1965,04/11/1963,UNITED NUCLEAR CORP,LOEB WILLIAM A,,GA TECHNOLOGIES INC (1982-10-29),Granted Patent
US2018-0223647A1,US,09/08/2018,2018,03/02/2017,JOHNSTON WILLIAM ALBERT;;BAKER HUGHES INC,JOHNSTON WILLIAM ALBERT,,BAKER HUGHES INCORPORATED (2017-01-30),Patent Application
US10113371B2,US,30/10/2018,2018,30/06/2014,HALLIBURTON ENERGY SERVICES INC,RICHARDS WILLIAM MARK,,HALLIBURTON ENERGY SERVICES INC (2014-04-24),Granted Patent
US4850310A,US,25/07/1989,1989,14/04/1988,WILDGEN HARRY,WILDGEN HARRY,,CONTINENTAL CONTROLS INC (1986-10-29);;JOHNSON GROUP THE (1989-06-01),Granted Patent
US4620668A,US,04/11/1986,1986,25/04/1985,HONEYWELL INC,ADAMS JOHN T,,HONEYWELL INC. A CORP OF DE (1985-04-02),Granted Patent
US2009-0099699A1,US,16/04/2009,2009,31/07/2008,STEINBERG JOHN DOUGLAS;;HUBLOU SCOTT DOUGLAS,STEINBERG JOHN DOUGLAS;;HUBLOU SCOTT DOUGLAS,,ECOFACTOR INC (2010-07-22),Patent Application
US2001-0042643A1,US,22/11/2001,2001,10/01/2001,KRUEGER VOLKER;;REHBOCK HANS;;KRUSPE THOMAS;;WITTE JOHANNES;;RAGNITZ DETLEF,KRUEGER VOLKER;;REHBOCK HANS;;KRUSPE THOMAS;;WITTE JOHANNES;;RAGNITZ DETLEF,,BAKER HUGHES INCORPORATED (2001-06-25),Patent Application
US6369881B1,US,09/04/2002,2002,19/05/2000,OPTICAL SCIENT INC,WANG TING-I,,OPTICAL SCIENTIFIC INC (2000-05-02),Granted Patent
US5183109A,US,02/02/1993,1993,18/10/1991,HALLIBURTON CO,POULSEN DON K,,HALLIBURTON COMPANY (1992-01-07),Granted Patent
US2006-0155473A1,US,13/07/2006,2006,08/01/2005,HALLIBURTON ENERGY SERV INC,SOLIMAN MOHAMED;;ADAMS DAVID,,,Patent Application
US2010-0307755A1,US,09/12/2010,2010,05/06/2009,SCHLUMBERGER TECHNOLOGY CORP,XU WENYUE;;THIERCELIN MARC JEAN,,SCHLUMBERGER TECHNOLOGY CORPORATION (2009-06-10),Patent Application
US2011-0067857A1,US,24/03/2011,2011,23/09/2009,SCHLUMBERGER TECHNOLOGY CORP,UNDERHILL WILLIAM;;THAMBYNAYAGAM R K MICHAEL;;SPATH JEFF;;BANERJEE RAJ;;BOUGHRARA AMINA,,SCHLUMBERGER TECHNOLOGY CORPORATION (2009-09-25),Patent Application
US5858245A,US,12/01/1999,1999,25/11/1997,UNION OIL CO,GALLUP DARRELL L,,,Granted Patent
US6442304B1,US,27/08/2002,2002,14/08/2000,CHEVRON USA INC;;SENSOR DYNAMICS LTD;;UNIV SOUTHAMPTON,CRAWLEY CHARLES M;;KLUTH ERHARD LUTHER EDGAR;;RUTT HARVEY N;;CLOWES JOHN REDVERS;;VARNHAM MALCOM P,,,Granted Patent
US7048089B2,US,23/05/2006,2006,07/05/2003,BATTELLE ENERGY ALLIANCE LLC,WEST PHILLIP B;;FINCKE JAMES R;;REED TEDDY R,,BATTELLE ENERGY ALLIANCE LLC (2005-02-01);;BECHTEL BWXT IDAHO LLC (2003-04-30),Granted Patent
US2006-0217899A1,US,28/09/2006,2006,30/05/2003,UNSWORTH PETER J;;HIGHAM EDWARD H;;PUSAYATANONT MONGKOL,UNSWORTH PETER J;;HIGHAM EDWARD H;;PUSAYATANONT MONGKOL,,UNIVERSITY OF SUSSEX (2006-03-24);;SPIRAX-SARCO LIMITED (2011-10-06);;SUSSEX UNVERSITY OF (2006-03-17);;UNIVERSITY OF SUSSEX INTELLECTUAL PROPERTY LIMITED (2007-05-24),Patent Application
US2014-0347074A1,US,27/11/2014,2014,23/05/2013,TEXAS INSTRUMENTS INC,NADEAU PHILLIP MICHEL,,TEXAS INSTRUMENTS INCORPORATED (2013-05-22),Patent Application
US5455516A,US,03/10/1995,1995,09/04/1993,THERMEDICS INC,JEAN BUFORD R;;WARREN GARY L;;WHITEHEAD F LYNN,,BAKER HUGHES INCORPORATED (1993-04-27);;THERMEDICS INC (1994-03-15),Granted Patent
US4476716A,US,16/10/1984,1984,26/05/1983,FONS LLOYD C,FONS LLOYD C,,,Granted Patent
US8346679B2,US,01/01/2013,2013,01/03/2010,ENERGYWISE PARTNERS LLC;;BALLER ERIC HENRY,BALLER ERIC HENRY,,GOOGLE LLC (2017-05-15);;X DEVELOPMENT LLC (2016-09-01);;ENERGYWISE PARTNERS LLC (2012-11-20);;DANDELION ENERGY INC (2017-05-15),Granted Patent
US3260308A,US,12/07/1966,1966,04/12/1964,DEL CRYER,DEL CRYER,,,Granted Patent
US6459992B1,US,01/10/2002,2002,21/06/2000,SCHLUMBERGER TECHNOLOGY CORP,FREEDMAN ROBERT;;DEPAVIA LUIS E;;SEZGINER ABDURRAHMAN,,,Granted Patent
US9518454B2,US,13/12/2016,2016,27/06/2014,PACIFIC SCIENT ENERGETIC MAT COMPANY (CALIFORNIA) LLC,CURRENT PETER J;;HATHAWAY MICHAEL R;;NELSON STEVEN D;;DAVIS RICHARD A;;CURTIS JOSHUA A;;CARVALHO JOE E;;AGUILA RUBEN G,,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC (2015-12-21),Granted Patent
US8991496B2,US,31/03/2015,2015,01/02/2014,HALLIBURTON ENERGY SERVICES INC,BISHOP TREVOR ROSS,,,Granted Patent
US7090010B1,US,15/08/2006,2006,25/09/2003,MARTIN TODD,MARTIN TODD,,WARRIOR ENERGY SERVICES CORPORATION (2016-12-15);;CONCENTRIC PIPE AND TOOL RENTALS L.L.C (2014-02-17),Granted Patent
US5005641A,US,09/04/1991,1991,02/07/1990,MOHAUPT HENRY H,MOHAUPT HENRY H,,MOHAUPT FAMILY LIVING TRUST ORGANIZED UNDER THE LAWS OF CALIFORNIA (1991-06-14),Granted Patent
US2007-0051510A1,US,08/03/2007,2007,07/09/2005,VENERUSO ANTHONY F;;LI YANMEI,VENERUSO ANTHONY F;;LI YANMEI,,SCHLUMBERGER TECHNOLOGY CORPORATION (2005-09-07),Patent Application
US6462672B1,US,08/10/2002,2002,11/08/1999,SCHLUMBERGER TECHNOLOGY CORP,BESSON CHRISTIAN,,SCHLUMBERGER TECHNOLOGY CORPORATION (1999-08-31),Granted Patent
US2013-0199798A1,US,08/08/2013,2013,03/02/2012,SETH KUSHAL;;THIGPEN BRIAN L;;XU ZHIYUE;;BAKER HUGHES INC,SETH KUSHAL;;THIGPEN BRIAN L;;XU ZHIYUE,,BAKER HUGHES INCORPORATED (2012-02-27),Patent Application
US5465789A,US,14/11/1995,1995,31/05/1994,EVANS; JAMES O.,EVANS JAMES O,,,Granted Patent
US2013-0284424A1,US,31/10/2013,2013,25/01/2013,HALLIBURTON ENERGY SERV INC,VICK JR JAMES DAN;;WILLIAMSON JIMMIE ROBERT;;THURMAN ROBERT LESTER;;BAYH III RUSSELL IRVING,,,Patent Application
US2008-0029306A1,US,07/02/2008,2008,28/06/2007,BAKER HUGHES INC,KRUEGER SVEN;;BRUNS JENS U,,BAKER HUGHES INCORPORATED (2007-07-02),Patent Application
US2010-0147403A1,US,17/06/2010,2010,08/12/2009,PARKER HANNIFIN CORP,BRESNAHAN KEVIN L,,PARKER INTANGIBLES LLC (2018-04-05);;PARKER HANNIFIN CORPORATION (2010-01-21),Patent Application
US2013-0015385A1,US,17/01/2013,2013,14/07/2011,NAT OILWELL VARCO LP;;MARICA ADRIAN,MARICA ADRIAN,,NATIONAL OILWELL VARCO L.P (2011-07-18),Patent Application
US5058012A,US,15/10/1991,1991,05/11/1990,MARATHON OIL CO,HINCHMAN STEVEN B;;BRICKEY RAYMOND T;;HEYMANS MICHAEL J,,,Granted Patent
US2009-0242035A1,US,01/10/2009,2009,19/03/2009,ZECK MARK,ZECK MARK,,LINC ENERGY SYSTEMS INC (2015-06-29);;ZECK FAMILY LLC (2009-11-17);;SENTRY EQUIPMENT CORP (2010-11-01);;ZECK SYSTEMS MANAGEMENT LLC (2010-06-28),Patent Application
US2011-0229345A1,US,22/09/2011,2011,18/09/2008,NANUBHAI AMIN MARG INDSUTRIAL AREA P O,KONNUR MADHAV SHRINIVAS,,NANUBHAI AMIN RAHUL (2010-01-29),Patent Application
US2015-0041125A1,US,12/02/2015,2015,28/09/2012,LINC ENERGY LTD,PERKINS GREG MARTIN PARRY;;BURGER CASPER JAN HENDRIK;;CHANDRA AMAN PRUKASH,,LINC ENERGY LTD (2014-05-26),Patent Application
US2015-0285065A1,US,08/10/2015,2015,18/12/2013,HOWELL DAVID A;;MORROW TIMOTHY I;;DISKO MARK M;;DEFFENBAUGH MAX,HOWELL DAVID A;;MORROW TIMOTHY I;;DISKO MARK M;;DEFFENBAUGH MAX,,EXXONMOBIL UPSTREAM RESEARCH COMPANY (2014-01-15),Patent Application
US3422853A,US,21/01/1969,1969,23/10/1965,ZURN IND INC,SCHMID JOHN H,,,Granted Patent
US3159182A,US,01/12/1964,1964,11/09/1963,PETERS MELVILLE F,PETERS MELVILLE F,,,Granted Patent
US4501330A,US,26/02/1985,1985,03/02/1984,EXXON PRODUCTION RESEARCH CO,GARCIA JUAN A,,EXXON PRODUCTION RESEARCH COMPANY A CORP OF DE (1984-01-27),Granted Patent
US6120689A,US,19/09/2000,2000,08/04/1998,ZENON ENVIRONMENTAL INC,TONELLI ANTHONY A;;DEUTSCHMANN AKE;;WESNO SUSAN L,,ZENON ENVIRONMENTAL INC (1999-03-31),Granted Patent
US5289881A,US,01/03/1994,1994,01/04/1991,SCHUH FRANK J,SCHUH FRANK J,,FRANK J. SCHUH INC (2007-05-22),Granted Patent
US4245702A,US,20/01/1981,1981,07/05/1979,SHELL INT RESEARCH,HAAFKENS RUDOLF;;LUQUE RAFAEL F;;DE VRIES WILLEM,,SHELL INTERNATIONALE RESEARCH MAATSCHAPPIJ B.V (1979-04-20),Granted Patent
US2011-0171049A1,US,14/07/2011,2011,11/01/2010,BAKER HUGHES INC,WONITOY KELVIN M,,BAKER HUGHES INCORPORATED (2010-01-11),Patent Application
US9482081B2,US,01/11/2016,2016,23/08/2010,PIMENOV VYACHESLAV PAVLOVICH;;KLEMIN DENIS VLADIMIROVICH;;SCHLUMBERGER TECHNOLOGY CORP,PIMENOV VYACHESLAV PAVLOVICH;;KLEMIN DENIS VLADIMIROVICH,,SCHLUMBERGER TECHNOLOGY CORPORATION (2013-02-12),Granted Patent
US5992522A,US,30/11/1999,1999,15/09/1997,STEELHEAD RECLAMATION LTD,BOYD JOHN WESLEY;;JORGENSEN JOHN BALSLEV;;MAXWELL VICTOR FREEMAN,,TRICAN WELL SERVICE LTD (2007-04-30);;STEELHEAD RECLAMATION LTD (1997-11-07),Granted Patent
US7562723B2,US,21/07/2009,2009,04/01/2007,AT BALANCE AMERICAS LLC,REITSMA DONALD G,,ATBALANCE AMERICAS LLC (2006-12-29);;SMITH INTERNATIONAL INC (2012-02-06),Granted Patent
US5525587A,US,11/06/1996,1996,03/11/1994,ELF AQUITAINE,LADRET ALAIN;;DONCHE ALAIN,,ELF AQUITAINE (1994-02-18),Granted Patent
US2016-0341174A1,US,24/11/2016,2016,13/07/2015,LAM WAI HUNG,LAM WAI HUNG,,,Patent Application
US4809510A,US,07/03/1989,1989,25/02/1987,BAKER CAC,GASPARD PRESTON T;;HOLMES JR LEWIS D;;THEIS JAMES V,,BAKER CAC INC. A CORP. OF LA (1988-04-12),Granted Patent
US2018-0149133A1,US,31/05/2018,2018,09/05/2017,DISPOSAL POWER SYSTEMS INC,HERL DRUE,,DISPOSAL POWER SYSTEMS INC (2017-05-09),Patent Application
US5353849A,US,11/10/1994,1994,27/05/1992,CRYOGENIC FUELS INC,SUTTON HAROLD E;;ADKINS ROY E,,,Granted Patent
US4338563A,US,06/07/1982,1982,11/08/1980,ROHRBACK CORP,RHOADES REX V;;GEER JAMES L,,ROHRBACK CORPORATION A CORP. OF CALIF (1980-08-05),Granted Patent
US3470943A,US,07/10/1969,1969,21/04/1967,HUISEN ALLEN T VAN,HUISEN ALLEN T VAN,,IMPERIAL ENERGY CORPORATION (1982-06-08);;ROSS KENNETH A. JR (1981-08-07),Granted Patent
US5535632A,US,16/07/1996,1996,24/10/1994,ATLANTIC RICHFIELD CO,KOLPAK MIROSLAV M,,,Granted Patent
US6032539A,US,07/03/2000,2000,10/09/1997,ACCUFLOW INC,LIU KE TIEN;;RIEKEN WILLIAM,,ACCUFLOW INC (1998-02-02),Granted Patent
US9891131B1,US,13/02/2018,2018,16/02/2016,WORX AMERICA INC;;BAY WORX LABORATORIES LLC,ZILAI MICHAEL SHAWN;;CAMP CHARLES HORACE,,WORX AMERICA INC (2015-02-18);;TRINITY BAY WORX LLC (2021-01-29);;BAY WORX RAIL LLC (2016-06-06);;BAY WORX LABORATORIES LLC (2016-06-06),Granted Patent
US9841343B1,US,12/12/2017,2017,04/11/2016,SAMOCO OIL TOOLS INC,HELLAIL MICHAEL JEREMY;;ALOUDAT MAHAMMAD;;RAMIREZ RANFIS MIGUEL,,SAMOCO OIL TOOLS INC (2016-10-31),Granted Patent
US2007-0177985A1,US,02/08/2007,2007,20/07/2006,WALLS JAMES C;;CAIN JEFF;;FONG JOHN,WALLS JAMES C;;CAIN JEFF;;FONG JOHN,,ITT MANUFACTURING ENTERPRISES INC (2006-09-07),Patent Application
US2015-0139816A1,US,21/05/2015,2015,19/11/2014,GE OIL & GAS UK LTD,ROBERTS TIMOTHY JAMES,,GE OIL & GAS UK LIMITED (2015-01-05),Patent Application
US2012-0039723A1,US,16/02/2012,2012,09/02/2010,GRESHAM JOEL DYLAN,GRESHAM JOEL DYLAN,,DAVEY WATER PRODUCTS PTY LTD (2011-08-25),Patent Application
US2018-0128265A1,US,10/05/2018,2018,09/11/2016,COLE DERRICK,COLE DERRICK,,,Patent Application
US2015-0068624A1,US,12/03/2015,2015,09/09/2013,SAUDI ARABIAN OIL CO,AL-SHAMMARY EYADAH AL-RUOTHY,,SAUDI ARABIAN OIL COMPANY (2014-03-11),Patent Application
US4744729A,US,17/05/1988,1988,11/09/1986,CONOCO INC,HASTEN JERRY D;;CLARK JAMES R,,CONOCO INC. A CORP. OF DE (1986-09-08),Granted Patent
US2017-0218944A1,US,03/08/2017,2017,12/04/2017,BITZER KUEHLMASCHINENBAU GMBH,SCHMIDT HENRIK THOMSEN;;HILDEBRANDT DIETER;;BEIER ANDRE,,BITZER KUEHLMASCHINENBAU GMBH (2017-08-03),Patent Application
US2017-0292792A1,US,12/10/2017,2017,31/08/2015,JAPAN NEW ENERGY CO LTD,YOKOMINE TAKEHIKO;;SAKAMOTO HIDEO,,JAPAN NEW ENERGY CO. LTD (2017-02-02),Patent Application
US2018-0210108A1,US,26/07/2018,2018,26/03/2018,CARBO CERAMICS INC;;SANDIA CORP,ALDRIDGE DAVID F;;BARTEL LEWIS,,NATIONAL TECHNOLOGY & ENGINEERING SOLUTIONS OF SANDIA LLC (2015-01-07);;CARBO CERAMICS INC (2015-04-22),Patent Application
US9927549B2,US,27/03/2018,2018,03/07/2014,CARBO CERAMICS INC;;SANDIA CORP,ALDRIDGE DAVID F;;BARTEL LEWIS C,,NATIONAL TECHNOLOGY & ENGINEERING SOLUTIONS OF SANDIA LLC (2015-01-07);;CARBO CERAMICS INC (2015-04-22),Granted Patent
US9250351B2,US,02/02/2016,2016,08/01/2015,CARBO CERAMICS INC;;SANDIA CORP,ALDRIDGE DAVID F;;BARTEL LEWIS C,,NATIONAL TECHNOLOGY & ENGINEERING SOLUTIONS OF SANDIA LLC (2015-01-07);;CARBO CERAMICS INC (2015-04-22),Granted Patent
US5691701A,US,25/11/1997,1997,22/03/1994,SD LAB INC,WOHLSTEIN SCOTT D;;CIURCZAK EMIL W,,,Granted Patent
US5936715A,US,10/08/1999,1999,29/01/1997,ART GROUP INC,SHAPANUS VINCENT F;;PHIPPS KEVIN J;;POSAVEC TOMISLAV,,A.R.T. GROUP INCORPORATED THE (1997-01-27),Granted Patent
US5311274A,US,10/05/1994,1994,11/05/1992,COLE JR CHARLES F,COLE JR CHARLES F,,,Granted Patent
US4201471A,US,06/05/1980,1980,11/08/1978,ITT,GREGORIG STEPHEN I N;;PITT GILLIES D,,VAF INSTRUMENTS B.V (1991-10-03),Granted Patent
US4781458A,US,01/11/1988,1988,30/11/1987,US ENERGY,ANGEL STANLEY M;;SHARMA SHIV K,,UNITED STATES OF AMERICA THE AS REPRESENTED BY THE DEPARTMENT OF ENERGY (1987-10-09);;ENERGY THE UNITED STATES OF AMERICA AS REPRESENTED BY THE DEPARTMENT OF (1988-03-30),Granted Patent
US5742064A,US,21/04/1998,1998,24/04/1996,INFANTE; DAVID A.,INFANTE DAVID A,,PLANTATION PIPE LINE COMPANY (1998-01-30),Granted Patent
US2008-0236809A1,US,02/10/2008,2008,26/03/2008,J I LIVINGSTONE ENTPR INC,LIVINGSTONE JAMES I,,J. I. LIVINGSTONE ENTERPRISES LTD (2008-06-09),Patent Application
US2010-0147591A1,US,17/06/2010,2010,14/08/2009,POMERLEAU DANIEL GUY;;CORB KEITH KENNETH;;BUTLER STUART DWIGHT;;STAYSKO ROBERT T;;JOLLYMORE GREGG MACKAY,POMERLEAU DANIEL GUY;;CORB KEITH KENNETH;;BUTLER STUART DWIGHT;;STAYSKO ROBERT T;;JOLLYMORE GREGG MACKAY,,WEATHERFORD TECHNOLOGY HOLDINGS LLC (2015-07-30);;WEATHERFORD INTERNATIONAL INC AND WEATHERFORD CANADA PARTNERSHIP (2010-02-16);;WEATHERFORD/LAMB INC (2011-02-07);;SUNCOR ENERGY INC (2010-02-16);;LUBRIZOL OILFIELD SOLUTIONS INC (2015-06-01),Patent Application
US3968845A,US,13/07/1976,1976,06/03/1975,CHAFFIN JOHN D,CHAFFIN JOHN D,,,Granted Patent
US4515229A,US,07/05/1985,1985,10/06/1983,DRUMMOND DONALD D;;JOHNSEY WALTER F;;WOOD ROY W,DRUMMOND DONALD D;;JOHNSEY WALTER F;;WOOD ROY W,,NEW TECH ROCK BIT (1999-07-29);;DRUMCO PARTNERSHIP (1983-06-07),Granted Patent
US2005-0103527A1,US,19/05/2005,2005,25/10/2004,CHURCH KRIS L.;;RIEL WILLIAM G.,CHURCH KRIS L;;RIEL WILLIAM G,,TORQUELOCK CORPORATION (2004-12-17);;AMERICAN AUGERS INC (2004-12-14);;U. S. STEEL TUBULAR PRODUCTS INC (2014-10-31),Patent Application
US4516633A,US,14/05/1985,1985,18/09/1981,SANTA FE INT CORP,RICHARDSON PAUL;;ALBERS DANIEL C;;WHITLEY DAVID A,,SANTA FE INTERNATIONAL CORPORATIO. A CORP. OF CA (1981-09-08),Granted Patent
